1	1	5.0
1	2	3.0
1	3	4.0
1	4	3.0
1	5	3.0
1	6	5.0
1	7	4.0
1	8	1.0
1	9	5.0
1	10	3.0
1	11	2.0
1	12	5.0
1	13	5.0
1	14	5.0
1	15	5.0
1	16	5.0
1	17	3.0
1	18	4.0
1	19	5.0
1	20	4.0
1	21	1.0
1	22	4.0
1	23	4.0
1	24	3.0
1	25	4.0
1	26	3.0
1	27	2.0
1	28	4.0
1	29	1.0
1	30	3.0
1	31	3.0
1	32	5.0
1	33	4.0
1	34	2.0
1	35	1.0
1	36	2.0
1	37	2.0
1	38	3.0
1	39	4.0
1	40	3.0
1	41	2.0
1	42	5.0
1	43	4.0
1	44	5.0
1	45	5.0
1	46	4.0
1	47	4.0
1	48	5.0
1	49	3.0
1	50	5.0
1	51	4.0
1	52	4.0
1	53	3.0
1	54	3.0
1	55	5.0
1	56	4.0
1	57	5.0
1	58	4.0
1	59	5.0
1	60	5.0
1	61	4.0
1	62	3.0
1	63	2.0
1	64	5.0
1	65	4.0
1	66	4.0
1	67	3.0
1	68	4.0
1	69	3.0
1	70	3.0
1	71	3.0
1	72	4.0
1	73	3.0
1	74	1.0
1	75	4.0
1	76	4.0
1	77	4.0
1	78	1.0
1	79	4.0
1	80	4.0
1	81	5.0
1	82	5.0
1	83	3.0
1	84	4.0
1	85	3.0
1	86	5.0
1	87	5.0
1	88	4.0
1	89	5.0
1	90	4.0
1	91	5.0
1	92	3.0
1	93	5.0
1	94	2.0
1	95	4.0
1	96	5.0
1	97	3.0
1	98	4.0
1	99	3.0
1	100	5.0
1	101	2.0
1	102	2.0
1	103	1.0
1	104	1.0
1	105	2.0
1	106	4.0
1	107	4.0
1	108	5.0
1	109	5.0
1	110	1.0
1	111	5.0
1	112	1.0
1	113	5.0
1	114	5.0
1	115	5.0
1	116	3.0
1	117	3.0
1	118	3.0
1	119	5.0
1	120	1.0
1	121	4.0
1	122	3.0
1	123	4.0
1	124	5.0
1	125	3.0
1	126	2.0
1	127	5.0
1	128	4.0
1	129	5.0
1	130	3.0
1	131	1.0
1	132	4.0
1	133	4.0
1	134	4.0
1	135	4.0
1	136	3.0
1	137	5.0
1	138	1.0
1	139	3.0
1	140	1.0
1	141	3.0
1	142	2.0
1	143	1.0
1	144	4.0
1	145	2.0
1	146	4.0
1	147	3.0
1	148	2.0
1	149	2.0
1	150	5.0
1	151	4.0
1	152	5.0
1	153	3.0
1	154	5.0
1	155	2.0
1	156	4.0
1	157	4.0
1	158	3.0
1	159	3.0
1	160	4.0
1	161	4.0
1	162	4.0
1	163	4.0
1	164	3.0
1	165	5.0
1	166	5.0
1	167	2.0
1	168	5.0
1	169	5.0
1	170	5.0
1	171	5.0
1	172	5.0
1	173	5.0
1	174	5.0
1	175	5.0
1	176	5.0
1	177	5.0
1	178	5.0
1	179	3.0
1	180	3.0
1	181	5.0
1	182	4.0
1	183	5.0
1	184	4.0
1	185	4.0
1	186	4.0
1	187	4.0
1	188	3.0
1	189	3.0
1	190	5.0
1	191	5.0
1	192	4.0
1	193	4.0
1	194	4.0
1	195	5.0
1	196	5.0
1	197	5.0
1	198	5.0
1	199	4.0
1	200	3.0
1	201	3.0
1	202	5.0
1	203	4.0
1	204	5.0
1	205	3.0
1	206	4.0
1	207	5.0
1	208	5.0
1	209	4.0
1	210	4.0
1	211	3.0
1	212	4.0
1	213	2.0
1	214	4.0
1	215	3.0
1	216	5.0
1	217	3.0
1	218	3.0
1	219	1.0
1	220	3.0
1	221	5.0
1	222	4.0
1	223	5.0
1	224	5.0
1	225	2.0
1	226	3.0
1	227	4.0
1	228	5.0
1	229	4.0
1	230	4.0
1	231	1.0
1	232	3.0
1	233	2.0
1	234	4.0
1	235	5.0
1	236	4.0
1	237	2.0
1	238	4.0
1	239	4.0
1	240	3.0
1	241	4.0
1	242	5.0
1	243	1.0
1	244	2.0
1	245	2.0
1	246	5.0
1	247	1.0
1	248	4.0
1	249	4.0
1	250	4.0
1	251	4.0
1	252	2.0
1	253	5.0
1	254	1.0
1	255	2.0
1	256	4.0
1	257	4.0
1	258	5.0
1	259	1.0
1	260	1.0
1	261	1.0
1	262	3.0
1	263	1.0
1	264	2.0
1	265	4.0
1	266	1.0
1	267	4.0
1	268	5.0
1	269	5.0
1	270	5.0
1	271	2.0
1	272	3.0
2	1	4.0
2	10	2.0
2	13	4.0
2	14	4.0
2	19	3.0
2	25	4.0
2	50	5.0
2	100	5.0
2	111	4.0
2	127	5.0
2	237	4.0
2	242	5.0
2	251	5.0
2	255	4.0
2	257	4.0
2	258	3.0
2	269	4.0
2	272	5.0
2	273	4.0
2	274	3.0
2	275	5.0
2	276	4.0
2	277	4.0
2	278	3.0
2	279	4.0
2	280	3.0
2	281	3.0
2	282	4.0
2	283	5.0
2	284	4.0
2	285	5.0
2	286	4.0
2	287	3.0
2	288	3.0
2	289	3.0
2	290	3.0
2	291	3.0
2	292	4.0
2	293	4.0
2	294	1.0
2	295	4.0
2	296	3.0
2	297	4.0
2	298	3.0
2	299	4.0
2	300	4.0
2	301	4.0
2	302	5.0
2	303	4.0
2	304	4.0
2	305	3.0
2	306	4.0
2	307	3.0
2	308	3.0
